ORGAO,FUNCAO,SUBFUNCAO,ACAO
SECRETARIA REGIONAL V,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2836 - MANUTENCAO DE PREDIOS PUBLICOS
SECRETARIA REGIONAL V,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2943 - MANUTENCAO DE VIAS E ESPACOS PUBLICOS
SECRETARIA REGIONAL V,15 - URBANISMO,452 - SERVICOS URBANOS,1596 - LIMPEZA E CONSERVACAO URBANA SUPLEMENTAR E EMERGENCIAL
SECRETARIA REGIONAL V,15 - URBANISMO,452 - SERVICOS URBANOS,1745 - ADEQUACAO DOS ESPACOS URBANOS GARANTINDO ACESSIBILIDADE
SECRETARIA REGIONAL V,15 - URBANISMO,452 - SERVICOS URBANOS,1746 - PRESERVACAO E CONSERVACAO DO PATRIMONIO NATURAL E CULTURAL
SECRETARIA REGIONAL V,15 - URBANISMO,452 - SERVICOS URBANOS,1941 - PREVENCAO DE OCUPACOES IRREGULARES E DESOCUPACOES DE ESPACOS PUBLICOS EM AREAS DE RISCOS
SECRETARIA REGIONAL V,15 - URBANISMO,452 - SERVICOS URBANOS,2533 - MANUTENCAO DOS SERVICOS URBANOS
SECRETARIA REGIONAL V,15 - URBANISMO,541 - PRESERVACAO E CONSERVACAO AMBIENTAL,2125 - REQUALIFICACAO E MANUTENCAO DO PARQUE LAGOA DA VIUVA
SECRETARIA REGIONAL V,18 - GESTAO AMBIENTAL,541 - PRESERVACAO E CONSERVACAO AMBIENTAL,"1139 - LIMPEZA E DESOBSTRUCAO DE LAGOAS, CANAIS, RIACHOS E BUEIROS"
SECRETARIA REGIONAL V,27 - DESPORTO E LAZER,813 - LAZER,1036 - IMPLANTACAO E RECUPERACAO DE EQUIPAMENTOS DE ESPORTE E LAZER
SECRETARIA REGIONAL VI,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA REGIONAL VI,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA REGIONAL VI,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA REGIONAL VI,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2410 - MANUTENCAO DA CENTRAL DE ACOLHIMENTO
SECRETARIA REGIONAL VI,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA REGIONAL VI,13 - CULTURA,451 - INFRA-ESTRUTURA URBANA,"1446 - CONSTRUCAO, AMPLIACAO E REFORMA DE EQUIPAMENTOS CULTURAIS"
SECRETARIA REGIONAL VI,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1149 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE VIAS E ESPACOS PUBLICOS"
SECRETARIA REGIONAL VI,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1926 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE PRACAS PUBLICAS E OUTROS EQUIPAMENTOS URBANOS"
SECRETARIA REGIONAL VI,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1934 - DESOBSTRUCAO, LIMPEZA E MANUTENCAO DE GALERIAS PLUVIAIS"
SECRETARIA REGIONAL VI,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2836 - MANUTENCAO DE PREDIOS PUBLICOS
